time_s,ref_deg,actual_deg,error_deg,current_A
4.237000000000000099e+00,9.000000000000000000e+01,8.964389818413418709e+01,3.561018158658166288e-01,8.927112312881471667e-02
4.238000000000000433e+00,9.000000000000000000e+01,8.964409805278455678e+01,3.559019472154458241e-01,8.916899916901802059e-02
4.238999999999999879e+00,9.000000000000000000e+01,8.964429793455512652e+01,3.557020654448671548e-01,8.906713096408493124e-02
4.240000000000000213e+00,9.000000000000000000e+01,8.964449782877120754e+01,3.555021712287907421e-01,8.896551762484652959e-02
4.240999999999999659e+00,9.000000000000000000e+01,8.964469773476142223e+01,3.553022652385807723e-01,8.886415826510117577e-02
4.241999999999999993e+00,9.000000000000000000e+01,8.964489765185767567e+01,3.551023481423191130e-01,8.876305200159406716e-02
4.243000000000000327e+00,9.000000000000000000e+01,8.964509757939522672e+01,3.549024206047671770e-01,8.866219795403378068e-02
4.243999999999999773e+00,9.000000000000000000e+01,8.964529751671260271e+01,3.547024832873912348e-01,8.856159524506715397e-02
4.245000000000000107e+00,9.000000000000000000e+01,8.964549746315158529e+01,3.545025368484134853e-01,8.846124300026733667e-02
4.246000000000000441e+00,9.000000000000000000e+01,8.964569741805723879e+01,3.543025819427610412e-01,8.836114034814768203e-02
4.246999999999999886e+00,9.000000000000000000e+01,8.964589738077785341e+01,3.541026192221422009e-01,8.826128642012692760e-02
4.248000000000000220e+00,9.000000000000000000e+01,8.964609735066495944e+01,3.539026493350339586e-01,8.816168035054375296e-02
4.248999999999999666e+00,9.000000000000000000e+01,8.964629732707332721e+01,3.537026729266690706e-01,8.806232127664757880e-02
4.250000000000000000e+00,9.000000000000000000e+01,8.964649730936091032e+01,3.535026906390870138e-01,8.796320833857276811e-02
4.251000000000000334e+00,9.000000000000000000e+01,8.964669729688887401e+01,3.533027031111212746e-01,8.786434067934278946e-02
4.251999999999999780e+00,9.000000000000000000e+01,8.964689728902155252e+01,3.531027109784502516e-01,8.776571744485406334e-02
4.253000000000000114e+00,9.000000000000000000e+01,8.964709728512642073e+01,3.529027148735717767e-01,8.766733778388696718e-02
4.254000000000000448e+00,9.000000000000000000e+01,8.964729728457417934e+01,3.527027154258158270e-01,8.756920084808593463e-02
4.254999999999999893e+00,9.000000000000000000e+01,8.964749728673859863e+01,3.525027132613954839e-01,8.747130579194298261e-02
4.256000000000000227e+00,9.000000000000000000e+01,8.964769729099663209e+01,3.523027090033686304e-01,8.737365177280899398e-02
4.256999999999999673e+00,9.000000000000000000e+01,8.964789729672830276e+01,3.521027032717017335e-01,8.727623795086525416e-02
4.258000000000000007e+00,9.000000000000000000e+01,8.964809730331676008e+01,3.519026966832442538e-01,8.717906348913509462e-02
4.259000000000000341e+00,9.000000000000000000e+01,8.964829731014825143e+01,3.517026898517542910e-01,8.708212755346406153e-02
4.259999999999999787e+00,9.000000000000000000e+01,8.964849731661207954e+01,3.515026833879237311e-01,8.698542931251249111e-02
4.261000000000000121e+00,9.000000000000000000e+01,8.964869732210061670e+01,3.513026778993784127e-01,8.688896793775610639e-02
4.262000000000000455e+00,9.000000000000000000e+01,8.964889732600931893e+01,3.511026739906782379e-01,8.679274260347576153e-02
4.262999999999999901e+00,9.000000000000000000e+01,8.964909732773664075e+01,3.509026722633551421e-01,8.669675248673978929e-02
4.264000000000000234e+00,9.000000000000000000e+01,8.964929732668409201e+01,3.507026733159131493e-01,8.660099676740605490e-02
4.264999999999999680e+00,9.000000000000000000e+01,8.964949732225615264e+01,3.505026777438411956e-01,8.650547462811290778e-02
4.266000000000000014e+00,9.000000000000000000e+01,8.964969731386037211e+01,3.503026861396257297e-01,8.641018525427057728e-02
4.267000000000000348e+00,9.000000000000000000e+01,8.964989730090724152e+01,3.501026990927634253e-01,8.631512783405323463e-02
4.267999999999999794e+00,9.000000000000000000e+01,8.965009728281023627e+01,3.499027171897612920e-01,8.622030155839109644e-02
4.269000000000000128e+00,9.000000000000000000e+01,8.965029725898581603e+01,3.497027410141875792e-01,8.612570562095467341e-02
4.270000000000000462e+00,9.000000000000000000e+01,8.965049722885335370e+01,3.495027711466460740e-01,8.603133921816680241e-02
4.270999999999999908e+00,9.000000000000000000e+01,8.965069719183520647e+01,3.493028081647892580e-01,8.593720154918384202e-02
4.272000000000000242e+00,9.000000000000000000e+01,8.965089714735664472e+01,3.491028526433559431e-01,8.584329181588080948e-02
4.272999999999999687e+00,9.000000000000000000e+01,8.965109709484583789e+01,3.489029051541590043e-01,8.574960922285540521e-02
4.274000000000000021e+00,9.000000000000000000e+01,8.965129703373388281e+01,3.487029662661234597e-01,8.565615297741265011e-02
4.275000000000000355e+00,9.000000000000000000e+01,8.965149696345473274e+01,3.485030365452606582e-01,8.556292228956863255e-02
4.275999999999999801e+00,9.000000000000000000e+01,8.965169688344528254e+01,3.483031165547196828e-01,8.546991637202645820e-02
4.277000000000000135e+00,9.000000000000000000e+01,8.965189679314522664e+01,3.481032068547743608e-01,8.537713444018255049e-02
4.278000000000000469e+00,9.000000000000000000e+01,8.965209669199715847e+01,3.479033080028359204e-01,8.528457571211266186e-02
4.278999999999999915e+00,9.000000000000000000e+01,8.965229657944652786e+01,3.477034205534786371e-01,8.519223940856043842e-02
4.280000000000000249e+00,9.000000000000000000e+01,8.965249645494154151e+01,3.475035450584523788e-01,8.510012475293579626e-02
4.280999999999999694e+00,9.000000000000000000e+01,8.965269631793331939e+01,3.473036820666827729e-01,8.500823097131246509e-02
4.282000000000000028e+00,9.000000000000000000e+01,8.965289616787572413e+01,3.471038321242710389e-01,8.491655729241612272e-02
4.283000000000000362e+00,9.000000000000000000e+01,8.965309600422546055e+01,3.469039957745448932e-01,8.482510294760596536e-02
4.283999999999999808e+00,9.000000000000000000e+01,8.965329582644197615e+01,3.467041735580206341e-01,8.473386717088564335e-02
4.285000000000000142e+00,9.000000000000000000e+01,8.965349563398753219e+01,3.465043660124663694e-01,8.464284919887565817e-02
4.286000000000000476e+00,9.000000000000000000e+01,8.965369542632711841e+01,3.463045736728769253e-01,8.455204827082611618e-02
4.286999999999999922e+00,9.000000000000000000e+01,8.965389520292849568e+01,3.461047970714989375e-01,8.446146362859915935e-02
4.288000000000000256e+00,9.000000000000000000e+01,8.965409496326216754e+01,3.459050367378311841e-01,8.437109451666344184e-02
4.288999999999999702e+00,9.000000000000000000e+01,8.965429470680133761e+01,3.457052931986626665e-01,8.428094018208043270e-02
4.290000000000000036e+00,9.000000000000000000e+01,8.965449443302195220e+01,3.455055669780469074e-01,8.419099987451059142e-02
4.291000000000000369e+00,9.000000000000000000e+01,8.965469414140265769e+01,3.453058585973404204e-01,8.410127284619065002e-02
4.291999999999999815e+00,9.000000000000000000e+01,8.965489383142478630e+01,3.451061685752154218e-01,8.401175835193362695e-02
4.293000000000000149e+00,9.000000000000000000e+01,8.965509350257235610e+01,3.449064974276469520e-01,8.392245564912713396e-02
4.294000000000000483e+00,9.000000000000000000e+01,8.965529315433205682e+01,3.447068456679382442e-01,8.383336399771476599e-02
4.294999999999999929e+00,9.000000000000000000e+01,8.965549278619324980e+01,3.445072138067465928e-01,8.374448266018957865e-02
4.296000000000000263e+00,9.000000000000000000e+01,8.965569239764791121e+01,3.443076023520827422e-01,8.365581090159714128e-02
4.296999999999999709e+00,9.000000000000000000e+01,8.965589198819070305e+01,3.441080118092988416e-01,8.356734798952797361e-02
4.298000000000000043e+00,9.000000000000000000e+01,8.965609155731885949e+01,3.439084426811386819e-01,8.347909319409449469e-02
4.299000000000000377e+00,9.000000000000000000e+01,8.965629110453227213e+01,3.437088954677254282e-01,8.339104578793865574e-02
4.299999999999999822e+00,9.000000000000000000e+01,8.965649062933341895e+01,3.435093706665742208e-01,8.330320504621979705e-02
4.301000000000000156e+00,9.000000000000000000e+01,8.965669013122737852e+01,3.433098687726174325e-01,8.321557024660487800e-02
4.302000000000000490e+00,9.000000000000000000e+01,8.965688960972180155e+01,3.431103902781923454e-01,8.312814066926904610e-02
4.302999999999999936e+00,9.000000000000000000e+01,8.965708906432693936e+01,3.429109356730660751e-01,8.304091559687845625e-02
4.304000000000000270e+00,9.000000000000000000e+01,8.965728849455554439e+01,3.427115054444615505e-01,8.295389431458546903e-02
4.304999999999999716e+00,9.000000000000000000e+01,8.965748789992296963e+01,3.425121000770315893e-01,8.286707611003292506e-02
4.306000000000000050e+00,9.000000000000000000e+01,8.965768727994711185e+01,3.423127200528847114e-01,8.278046027333088586e-02
4.307000000000000384e+00,9.000000000000000000e+01,8.965788663414838311e+01,3.421133658516231635e-01,8.269404609704823772e-02
4.307999999999999829e+00,9.000000000000000000e+01,8.965808596204966818e+01,3.419140379503300964e-01,8.260783287622242010e-02
4.309000000000000163e+00,9.000000000000000000e+01,8.965828526317643821e+01,3.417147368235570193e-01,8.252181990834886460e-02
4.310000000000000497e+00,9.000000000000000000e+01,8.965848453705660859e+01,3.415154629433872491e-01,8.243600649335600106e-02
4.310999999999999943e+00,9.000000000000000000e+01,8.965868378322061005e+01,3.413162167793852286e-01,8.235039193362062027e-02
4.312000000000000277e+00,9.000000000000000000e+01,8.965888300120133181e+01,3.411169987986726326e-01,8.226497553393595508e-02
4.312999999999999723e+00,9.000000000000000000e+01,8.965908219053410733e+01,3.409178094658903424e-01,8.217975660153048478e-02
4.314000000000000057e+00,9.000000000000000000e+01,8.965928135075675698e+01,3.407186492432365266e-01,8.209473444604734049e-02
4.315000000000000391e+00,9.000000000000000000e+01,8.965948048140955962e+01,3.405195185904412725e-01,8.200990837954530432e-02
4.315999999999999837e+00,9.000000000000000000e+01,8.965967958203518151e+01,3.403204179648175454e-01,8.192527771647462043e-02
4.317000000000000171e+00,9.000000000000000000e+01,8.965987865217874742e+01,3.401213478212481989e-01,8.184084177368398938e-02
4.318000000000000504e+00,9.000000000000000000e+01,8.966007769138778372e+01,3.399223086122116766e-01,8.175659987040849452e-02
4.318999999999999950e+00,9.000000000000000000e+01,8.966027669921221843e+01,3.397233007877819011e-01,8.167255132826903297e-02
4.320000000000000284e+00,9.000000000000000000e+01,8.966047567520436701e+01,3.395243247956283850e-01,8.158869547126296196e-02
4.320999999999999730e+00,9.000000000000000000e+01,8.966067461891896073e+01,3.393253810810413773e-01,8.150503162574879168e-02
4.322000000000000064e+00,9.000000000000000000e+01,8.966087352991306147e+01,3.391264700869450199e-01,8.142155912044336807e-02
4.323000000000000398e+00,9.000000000000000000e+01,8.966107240774610432e+01,3.389275922538970143e-01,8.133827728641973565e-02
4.323999999999999844e+00,9.000000000000000000e+01,8.966127125197989756e+01,3.387287480201013889e-01,8.125518545709664586e-02
4.325000000000000178e+00,9.000000000000000000e+01,8.966147006217856585e+01,3.385299378214341459e-01,8.117228296823099376e-02
4.326000000000000512e+00,9.000000000000000000e+01,8.966166883790857867e+01,3.383311620914176143e-01,8.108956915792076003e-02
4.326999999999999957e+00,9.000000000000000000e+01,8.966186757873873603e+01,3.381324212612586422e-01,8.100704336658144655e-02
4.328000000000000291e+00,9.000000000000000000e+01,8.966206628424015435e+01,3.379337157598487074e-01,8.092470493694613187e-02
4.328999999999999737e+00,9.000000000000000000e+01,8.966226495398622376e+01,3.377350460137765187e-01,8.084255321405710293e-02
4.330000000000000071e+00,9.000000000000000000e+01,8.966246358755265078e+01,3.375364124473534400e-01,8.076058754525958228e-02
4.331000000000000405e+00,9.000000000000000000e+01,8.966266218451741565e+01,3.373378154825882880e-01,8.067880728020578041e-02
4.331999999999999851e+00,9.000000000000000000e+01,8.966286074446077237e+01,3.371392555392251356e-01,8.059721177083237209e-02
4.333000000000000185e+00,9.000000000000000000e+01,8.966305926696526285e+01,3.369407330347437002e-01,8.051580037136141232e-02
4.334000000000000519e+00,9.000000000000000000e+01,8.966325775161564593e+01,3.367422483843589553e-01,8.043457243829252312e-02
4.334999999999999964e+00,9.000000000000000000e+01,8.966345619799893996e+01,3.365438020010595443e-01,8.035352733038886308e-02
4.336000000000000298e+00,9.000000000000000000e+01,8.966365460570442281e+01,3.363453942955823561e-01,8.027266440868449648e-02
4.336999999999999744e+00,9.000000000000000000e+01,8.966385297432354662e+01,3.361470256764505504e-01,8.019198303646389581e-02
4.338000000000000078e+00,9.000000000000000000e+01,8.966405130345002306e+01,3.359486965499736133e-01,8.011148257926475891e-02
4.339000000000000412e+00,9.000000000000000000e+01,8.966424959267975225e+01,3.357504073202474126e-01,8.003116240487151423e-02
4.339999999999999858e+00,9.000000000000000000e+01,8.966444784161083703e+01,3.355521583891667436e-01,7.995102188330266424e-02
4.341000000000000192e+00,9.000000000000000000e+01,8.966464604984355447e+01,3.353539501564383740e-01,7.987106038680175102e-02
4.342000000000000526e+00,9.000000000000000000e+01,8.966484421698039853e+01,3.351557830196061349e-01,7.979127728983159695e-02
4.342999999999999972e+00,9.000000000000000000e+01,8.966504234262598061e+01,3.349576573740257190e-01,7.971167196907841257e-02
4.344000000000000306e+00,9.000000000000000000e+01,8.966524042638708636e+01,3.347595736129154176e-01,7.963224380343021658e-02
4.344999999999999751e+00,9.000000000000000000e+01,8.966543846787267569e+01,3.345615321273181508e-01,7.955299217398660583e-02
4.346000000000000085e+00,9.000000000000000000e+01,8.966563646669384013e+01,3.343635333061648618e-01,7.947391646403276222e-02
4.347000000000000419e+00,9.000000000000000000e+01,8.966583442246377444e+01,3.341655775362236125e-01,7.939501605905488479e-02
4.347999999999999865e+00,9.000000000000000000e+01,8.966603233479783341e+01,3.339676652021635328e-01,7.931629034670936718e-02
4.349000000000000199e+00,9.000000000000000000e+01,8.966623020331347504e+01,3.337697966865289523e-01,7.923773871683528758e-02
4.350000000000000533e+00,9.000000000000000000e+01,8.966642802763023212e+01,3.335719723697651018e-01,7.915936056143810240e-02
4.350999999999999979e+00,9.000000000000000000e+01,8.966662580736979749e+01,3.333741926302053460e-01,7.908115527468734252e-02
4.352000000000000313e+00,9.000000000000000000e+01,8.966682354215588191e+01,3.331764578441220315e-01,7.900312225289846113e-02
4.352999999999999758e+00,9.000000000000000000e+01,8.966702123161429938e+01,3.329787683857010072e-01,7.892526089454571236e-02
4.354000000000000092e+00,9.000000000000000000e+01,8.966721887537293867e+01,3.327811246270545031e-01,7.884757060024669140e-02
4.355000000000000426e+00,9.000000000000000000e+01,8.966741647306174912e+01,3.325835269382463322e-01,7.877005077275185674e-02
4.355999999999999872e+00,9.000000000000000000e+01,8.966761402431272643e+01,3.323859756872667992e-01,7.869270081694620944e-02
4.357000000000000206e+00,9.000000000000000000e+01,8.966781152875989847e+01,3.321884712400958728e-01,7.861552013982579801e-02
4.357999999999999652e+00,9.000000000000000000e+01,8.966800898603935366e+01,3.319910139606526700e-01,7.853850815051552359e-02
4.358999999999999986e+00,9.000000000000000000e+01,8.966820639578915575e+01,3.317936042108461381e-01,7.846166426024017704e-02
4.360000000000000320e+00,9.000000000000000000e+01,8.966840375764942905e+01,3.315962423505750545e-01,7.838498788233003167e-02
4.360999999999999766e+00,9.000000000000000000e+01,8.966860107126227319e+01,3.313989287377282489e-01,7.830847843221711013e-02
4.362000000000000099e+00,9.000000000000000000e+01,8.966879833627181995e+01,3.312016637281843257e-01,7.823213532742470666e-02
4.363000000000000433e+00,9.000000000000000000e+01,8.966899555232416219e+01,3.310044476758371990e-01,7.815595798755267665e-02
4.363999999999999879e+00,9.000000000000000000e+01,8.966919271906739652e+01,3.308072809326089159e-01,7.807994583427588231e-02
4.365000000000000213e+00,9.000000000000000000e+01,8.966938983615155223e+01,3.306101638484495453e-01,7.800409829134419271e-02
4.365999999999999659e+00,9.000000000000000000e+01,8.966958690322866232e+01,3.304130967713372335e-01,7.792841478457490645e-02
4.366999999999999993e+00,9.000000000000000000e+01,8.966978391995269249e+01,3.302160800473035174e-01,7.785289474183970659e-02
4.368000000000000327e+00,9.000000000000000000e+01,8.966998088597958372e+01,3.300191140204209450e-01,7.777753759306492432e-02
4.368999999999999773e+00,9.000000000000000000e+01,8.967017780096715285e+01,3.298221990328407127e-01,7.770234277021570435e-02
4.370000000000000107e+00,9.000000000000000000e+01,8.967037466457522044e+01,3.296253354247805634e-01,7.762730970730277735e-02
4.371000000000000441e+00,9.000000000000000000e+01,8.967057147646546866e+01,3.294285235345241203e-01,7.755243784037113564e-02
4.371999999999999886e+00,9.000000000000000000e+01,8.967076823630155502e+01,3.292317636984469775e-01,7.747772660748494800e-02
4.373000000000000220e+00,9.000000000000000000e+01,8.967096494374897020e+01,3.290350562510289123e-01,7.740317544872603317e-02
4.373999999999999666e+00,9.000000000000000000e+01,8.967116159847515178e+01,3.288384015248541625e-01,7.732878380619420677e-02
4.375000000000000000e+00,9.000000000000000000e+01,8.967135820014938474e+01,3.286417998506114269e-01,7.725455112399978730e-02
4.376000000000000334e+00,9.000000000000000000e+01,8.967155474844288676e+01,3.284452515571064102e-01,7.718047684825138366e-02
4.376999999999999780e+00,9.000000000000000000e+01,8.967175124302870870e+01,3.282487569712874143e-01,7.710656042704805424e-02
4.378000000000000114e+00,9.000000000000000000e+01,8.967194768358176304e+01,3.280523164182325702e-01,7.703280131048362289e-02
4.379000000000000448e+00,9.000000000000000000e+01,8.967214406977883812e+01,3.278559302211625504e-01,7.695919895063396687e-02
4.379999999999999893e+00,9.000000000000000000e+01,8.967234040129855543e+01,3.276595987014406242e-01,7.688575280154913427e-02
4.381000000000000227e+00,9.000000000000000000e+01,8.967253667782138393e+01,3.274633221786107384e-01,7.681246231924090950e-02
4.381999999999999673e+00,9.000000000000000000e+01,8.967273289902962574e+01,3.272671009703721490e-01,7.673932696169186163e-02
4.383000000000000007e+00,9.000000000000000000e+01,8.967292906460738777e+01,3.270709353926175567e-01,7.666634618883787222e-02
4.384000000000000341e+00,9.000000000000000000e+01,8.967312517424059592e+01,3.268748257594076279e-01,7.659351946257392241e-02
4.384999999999999787e+00,9.000000000000000000e+01,8.967332122761700930e+01,3.266787723829965295e-01,7.652084624673413660e-02
4.386000000000000121e+00,9.000000000000000000e+01,8.967351722442614914e+01,3.264827755738572979e-01,7.644832600708775794e-02
4.387000000000000455e+00,9.000000000000000000e+01,8.967371316435934148e+01,3.262868356406563586e-01,7.637595821134587903e-02
4.387999999999999901e+00,9.000000000000000000e+01,8.967390904710973132e+01,3.260909528902664056e-01,7.630374232914238775e-02
4.389000000000000234e+00,9.000000000000000000e+01,8.967410487237218319e+01,3.258951276278170273e-01,7.623167783202192127e-02
4.389999999999999680e+00,9.000000000000000000e+01,8.967430063984335220e+01,3.256993601566441909e-01,7.615976419345826809e-02
4.391000000000000014e+00,9.000000000000000000e+01,8.967449634922166979e+01,3.255036507783281019e-01,7.608800088882655688e-02
4.392000000000000348e+00,9.000000000000000000e+01,8.967469200020730113e+01,3.253079997926931477e-01,7.601638739540189649e-02
4.392999999999999794e+00,9.000000000000000000e+01,8.967488759250215935e+01,3.251124074978338219e-01,7.594492319235179867e-02
4.394000000000000128e+00,9.000000000000000000e+01,8.967508312580989127e+01,3.249168741901013457e-01,7.587360776074064672e-02
4.395000000000000462e+00,9.000000000000000000e+01,8.967527859983587746e+01,3.247214001641169356e-01,7.580244058351742753e-02
4.395999999999999908e+00,9.000000000000000000e+01,8.967547401428723219e+01,3.245259857127714698e-01,7.573142114550904247e-02
4.397000000000000242e+00,9.000000000000000000e+01,8.967566936887273243e+01,3.243306311272638465e-01,7.566054893340842802e-02
4.397999999999999687e+00,9.000000000000000000e+01,8.967586466330293149e+01,3.241353366970626260e-01,7.558982343578496410e-02
4.399000000000000021e+00,9.000000000000000000e+01,8.967605989729005955e+01,3.239401027099445551e-01,7.551924414305939692e-02
4.400000000000000355e+00,9.000000000000000000e+01,8.967625507054800948e+01,3.237449294519940124e-01,7.544881054750533778e-02
4.400999999999999801e+00,9.000000000000000000e+01,8.967645018279236524e+01,3.235498172076289869e-01,7.537852214324289313e-02
4.402000000000000135e+00,9.000000000000000000e+01,8.967664523374043029e+01,3.233547662595626093e-01,7.530837842624493739e-02
4.403000000000000469e+00,9.000000000000000000e+01,8.967684022311112813e+01,3.231597768888668787e-01,7.523837889430907977e-02
4.403999999999999915e+00,9.000000000000000000e+01,8.967703515062505915e+01,3.229648493749344706e-01,7.516852304707395682e-02
4.405000000000000249e+00,9.000000000000000000e+01,8.967723001600450061e+01,3.227699839955040506e-01,7.509881038599822145e-02
4.405999999999999694e+00,9.000000000000000000e+01,8.967742481897332141e+01,3.225751810266732633e-01,7.502924041435646285e-02
4.407000000000000028e+00,9.000000000000000000e+01,8.967761955925709572e+01,3.223804407428985108e-01,7.495981263723799914e-02
4.408000000000000362e+00,9.000000000000000000e+01,8.967781423658300355e+01,3.221857634169950635e-01,7.489052656153949439e-02
4.408999999999999808e+00,9.000000000000000000e+01,8.967800885067983074e+01,3.219911493201751962e-01,7.482138169595320409e-02
4.410000000000000142e+00,9.000000000000000000e+01,8.967820340127798318e+01,3.217965987220099966e-01,7.475237755097749459e-02
4.411000000000000476e+00,9.000000000000000000e+01,8.967839788810952939e+01,3.216021118904675569e-01,7.468351363889248751e-02
4.411999999999999922e+00,9.000000000000000000e+01,8.967859231090808692e+01,3.214076890919129181e-01,7.461478947376196103e-02
4.413000000000000256e+00,9.000000000000000000e+01,8.967878666940889332e+01,3.212133305911082926e-01,7.454620457142771550e-02
4.413999999999999702e+00,9.000000000000000000e+01,8.967898096334874936e+01,3.210190366512508109e-01,7.447775844949977575e-02
4.415000000000000036e+00,9.000000000000000000e+01,8.967917519246607583e+01,3.208248075339221184e-01,7.440945062736800675e-02
4.416000000000000369e+00,9.000000000000000000e+01,8.967936935650084251e+01,3.206306434991515464e-01,7.434128062617030575e-02
4.416999999999999815e+00,9.000000000000000000e+01,8.967956345519462502e+01,3.204365448053783094e-01,7.427324796880607760e-02
4.418000000000000149e+00,9.000000000000000000e+01,8.967975748829049110e+01,3.202425117095021867e-01,7.420535217991416910e-02
4.419000000000000483e+00,9.000000000000000000e+01,8.967995145553312852e+01,3.200485444668707546e-01,7.413759278588448465e-02
4.419999999999999929e+00,9.000000000000000000e+01,8.968014535666874565e+01,3.198546433312541848e-01,7.406996931485163027e-02
4.421000000000000263e+00,9.000000000000000000e+01,8.968033919144508559e+01,3.196608085549085820e-01,7.400248129666743557e-02
4.421999999999999709e+00,9.000000000000000000e+01,8.968053295961145466e+01,3.194670403885507270e-01,7.393512826291720463e-02
4.423000000000000043e+00,9.000000000000000000e+01,8.968072666091862288e+01,3.192733390813707328e-01,7.386790974690850275e-02
4.424000000000000377e+00,9.000000000000000000e+01,8.968092029511896612e+01,3.190797048810320446e-01,7.380082528366510575e-02
4.424999999999999822e+00,9.000000000000000000e+01,8.968111386196630974e+01,3.188861380336968088e-01,7.373387440991677200e-02
4.426000000000000156e+00,9.000000000000000000e+01,8.968130736121598545e+01,3.186926387840133268e-01,7.366705666410273967e-02
4.427000000000000490e+00,9.000000000000000000e+01,8.968150079262488816e+01,3.184992073751159447e-01,7.360037158635963916e-02
4.427999999999999936e+00,9.000000000000000000e+01,8.968169415595131966e+01,3.183058440486758456e-01,7.353381871850678264e-02
4.429000000000000270e+00,9.000000000000000000e+01,8.968188745095514491e+01,3.181125490448504789e-01,7.346739760406362230e-02
4.429999999999999716e+00,9.000000000000000000e+01,8.968208067739766420e+01,3.179193226023340202e-01,7.340110778822206417e-02
4.431000000000000050e+00,9.000000000000000000e+01,8.968227383504166994e+01,3.177261649583322800e-01,7.333494881785490582e-02
4.432000000000000384e+00,9.000000000000000000e+01,8.968246692365140404e+01,3.175330763486006735e-01,7.326892024149858629e-02
4.432999999999999829e+00,9.000000000000000000e+01,8.968265994299257216e+01,3.173400570074316196e-01,7.320302160936063840e-02
4.434000000000000163e+00,9.000000000000000000e+01,8.968285289283232942e+01,3.171471071676670861e-01,7.313725247331037682e-02
4.435000000000000497e+00,9.000000000000000000e+01,8.968304577293930890e+01,3.169542270606861556e-01,7.307161238687470695e-02
4.435999999999999943e+00,9.000000000000000000e+01,8.968323858308355057e+01,3.167614169164428284e-01,7.300610090522113849e-02
4.437000000000000277e+00,9.000000000000000000e+01,8.968343132303655807e+01,3.165686769634409869e-01,7.294071758516487702e-02
4.437999999999999723e+00,9.000000000000000000e+01,8.968362399257121353e+01,3.163760074287848556e-01,7.287546198515135187e-02
4.439000000000000057e+00,9.000000000000000000e+01,8.968381659146187701e+01,3.161834085381284853e-01,7.281033366527142614e-02
4.440000000000000391e+00,9.000000000000000000e+01,8.968400911948427279e+01,3.159908805157264355e-01,7.274533218723300276e-02
4.440999999999999837e+00,9.000000000000000000e+01,8.968420157641557466e+01,3.157984235844210619e-01,7.268045711436840750e-02
4.442000000000000171e+00,9.000000000000000000e+01,8.968439396203434910e+01,3.156060379656553394e-01,7.261570801162586797e-02
4.443000000000000504e+00,9.000000000000000000e+01,8.968458627612052680e+01,3.154137238794726961e-01,7.255108444556575276e-02
4.443999999999999950e+00,9.000000000000000000e+01,8.968477851845547377e+01,3.152214815445299467e-01,7.248658598435236966e-02
4.445000000000000284e+00,9.000000000000000000e+01,8.968497068882189183e+01,3.150293111781098943e-01,7.242221219775084318e-02
4.445999999999999730e+00,9.000000000000000000e+01,8.968516278700390387e+01,3.148372129960957944e-01,7.235796265712758635e-02
4.447000000000000064e+00,9.000000000000000000e+01,8.968535481278698285e+01,3.146451872130224814e-01,7.229383693542809630e-02
4.448000000000000398e+00,9.000000000000000000e+01,8.968554676595795172e+01,3.144532340420507222e-01,7.222983460718943038e-02
4.448999999999999844e+00,9.000000000000000000e+01,8.968573864630502612e+01,3.142613536949800390e-01,7.216595524852637000e-02
4.450000000000000178e+00,9.000000000000000000e+01,8.968593045361774330e+01,3.140695463822613109e-01,7.210219843712449561e-02
4.451000000000000512e+00,9.000000000000000000e+01,8.968612218768699051e+01,3.138778123130096520e-01,7.203856375223822994e-02
4.451999999999999957e+00,9.000000000000000000e+01,8.968631384830501929e+01,3.136861516949789319e-01,7.197505077469210089e-02
4.453000000000000291e+00,9.000000000000000000e+01,8.968650543526538854e+01,3.134945647346125686e-01,7.191165908685936969e-02
4.453999999999999737e+00,9.000000000000000000e+01,8.968669694836299300e+01,3.133030516370055030e-01,7.184838827267506223e-02
4.455000000000000071e+00,9.000000000000000000e+01,8.968688838739404900e+01,3.131116126059548810e-01,7.178523791761436124e-02
4.456000000000000405e+00,9.000000000000000000e+01,8.968707975215609451e+01,3.129202478439094270e-01,7.172220760870548495e-02
4.456999999999999851e+00,9.000000000000000000e+01,8.968727104244796067e+01,3.127289575520327825e-01,7.165929693449966942e-02
4.458000000000000185e+00,9.000000000000000000e+01,8.968746225806981442e+01,3.125377419301784143e-01,7.159650548508672552e-02
4.459000000000000519e+00,9.000000000000000000e+01,8.968765339882308751e+01,3.123466011769145956e-01,7.153383285208358977e-02
4.459999999999999964e+00,9.000000000000000000e+01,8.968784446451051906e+01,3.121555354894866574e-01,7.147127862863761338e-02
4.461000000000000298e+00,9.000000000000000000e+01,8.968803545493611296e+01,3.119645450638803830e-01,7.140884240939837646e-02
4.461999999999999744e+00,9.000000000000000000e+01,8.968822636990520891e+01,3.117736300947965833e-01,7.134652379053453564e-02
4.463000000000000078e+00,9.000000000000000000e+01,8.968841720922435456e+01,3.115827907756511528e-01,7.128432236972326308e-02
4.464000000000000412e+00,9.000000000000000000e+01,8.968860797270140495e+01,3.113920272986004933e-01,7.122223774613770098e-02
4.464999999999999858e+00,9.000000000000000000e+01,8.968879866014546565e+01,3.112013398545287468e-01,7.116026952044952891e-02
4.466000000000000192e+00,9.000000000000000000e+01,8.968898927136690702e+01,3.110107286330860976e-01,7.109841729481705674e-02
4.467000000000000526e+00,9.000000000000000000e+01,8.968917980617734997e+01,3.108201938226503591e-01,7.103668067289681254e-02
4.467999999999999972e+00,9.000000000000000000e+01,8.968937026438965177e+01,3.106297356103526752e-01,7.097505925982107444e-02
